Source,Target,Type,Weight,movie_id,movie_title,release_date
P-738,P-380,Undirected,1,117,The Untouchables,1987-06-03
P-85,P-1283,Undirected,1,118,Charlie and the Chocolate Factory,2005-07-13
P-85,P-113,Undirected,1,118,Charlie and the Chocolate Factory,2005-07-13
P-1283,P-113,Undirected,1,118,Charlie and the Chocolate Factory,2005-07-13
P-109,P-1327,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-110,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-882,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-113,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-48,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-110,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-882,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-113,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-48,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-882,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-113,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-48,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-110,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-882,P-113,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-882,P-48,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-882,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-882,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-882,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-113,P-48,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-113,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-113,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-113,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-48,P-114,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-48,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-48,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-114,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-114,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-112,P-1333,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-109,P-1327,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-110,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-1333,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-114,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-113,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-109,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-110,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-1333,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-114,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-113,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1327,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-110,P-1333,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-110,P-114,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-110,P-113,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-110,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-110,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1333,P-114,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1333,P-113,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1333,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1333,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-114,P-113,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-114,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-114,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-113,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-113,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-112,P-882,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1461,P-1230,Undirected,1,134,"O Brother, Where Art Thou?",2000-08-30
P-1810,P-131,Undirected,1,142,Brokeback Mountain,2005-10-22
P-1810,P-1812,Undirected,1,142,Brokeback Mountain,2005-10-22
P-1810,P-1813,Undirected,1,142,Brokeback Mountain,2005-10-22
P-131,P-1812,Undirected,1,142,Brokeback Mountain,2005-10-22
P-131,P-1813,Undirected,1,142,Brokeback Mountain,2005-10-22
P-1812,P-1813,Undirected,1,142,Brokeback Mountain,2005-10-22
P-1748,P-1749,Undirected,1,152,Star Trek: The Motion Picture,1979-12-07
P-1532,P-1245,Undirected,1,153,Lost in Translation,2003-09-18
P-1748,P-1749,Undirected,1,154,Star Trek II: The Wrath of Khan,1982-06-04
P-3894,P-1810,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-3895,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-64,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-2037,Undirected,1,155,The Dark Knight,2008-07-16
P-1810,P-3895,Undirected,1,155,The Dark Knight,2008-07-16
P-1810,P-64,Undirected,1,155,The Dark Knight,2008-07-16
P-1810,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-1810,P-2037,Undirected,1,155,The Dark Knight,2008-07-16
P-3895,P-64,Undirected,1,155,The Dark Knight,2008-07-16
P-3895,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-3895,P-2037,Undirected,1,155,The Dark Knight,2008-07-16
P-64,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-64,P-2037,Undirected,1,155,The Dark Knight,2008-07-16
P-192,P-2037,Undirected,1,155,The Dark Knight,2008-07-16
P-1748,P-1062,Undirected,1,157,Star Trek III: The Search for Spock,1984-06-01
P-1748,P-1749,Undirected,1,157,Star Trek III: The Search for Spock,1984-06-01
P-1062,P-1749,Undirected,1,157,Star Trek III: The Search for Spock,1984-06-01
P-1461,P-287,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1461,P-1892,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1461,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-287,P-1892,Undirected,1,161,Ocean's Eleven,2001-12-07
P-287,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1892,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-85,P-1920,Undirected,1,162,Edward Scissorhands,1990-12-07
P-1461,P-1204,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-287,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-1896,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-287,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-1896,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-1896,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1892,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1892,P-1896,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1892,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1922,P-1896,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1922,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1896,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-521,P-1062,Undirected,1,165,Back to the Future Part II,1989-11-22
P-521,P-109,Undirected,1,165,Back to the Future Part II,1989-11-22
P-1062,P-109,Undirected,1,165,Back to the Future Part II,1989-11-22
P-1229,P-1979,Undirected,1,167,K-PAX,2001-10-26
P-1229,P-84497,Undirected,1,167,K-PAX,2001-10-26
P-1979,P-84497,Undirected,1,167,K-PAX,2001-10-26
P-1748,P-1749,Undirected,1,168,Star Trek IV: The Voyage Home,1986-11-26
P-1748,P-1749,Undirected,1,172,Star Trek V: The Final Frontier,1989-06-09
P-1748,P-1749,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1748,P-290,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1748,P-2109,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1748,P-2224,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1749,P-290,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1749,P-2109,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-1749,P-2224,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-290,P-2109,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-290,P-2224,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-2109,P-2224,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-2157,P-1229,Undirected,1,177,The Fisher King,1991-09-20
P-2227,P-2228,Undirected,1,179,The Interpreter,2005-04-08
P-500,P-72466,Undirected,1,180,Minority Report,2002-06-20
P-500,P-2201,Undirected,1,180,Minority Report,2002-06-20
P-72466,P-2201,Undirected,1,180,Minority Report,2002-06-20
P-2231,P-380,Undirected,1,184,Jackie Brown,1997-12-25
P-2231,P-2232,Undirected,1,184,Jackie Brown,1997-12-25
P-2231,P-66,Undirected,1,184,Jackie Brown,1997-12-25
P-380,P-2232,Undirected,1,184,Jackie Brown,1997-12-25
P-380,P-66,Undirected,1,184,Jackie Brown,1997-12-25
P-2232,P-66,Undirected,1,184,Jackie Brown,1997-12-25
P-2299,P-192,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2299,P-2282,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2299,P-140,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2299,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2299,P-2283,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-192,P-2282,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-192,P-140,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-192,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-192,P-2283,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2282,P-140,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2282,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2282,P-2283,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-140,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-140,P-2283,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-62,P-2283,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-62,P-56731,Undirected,1,187,Sin City,2005-04-01
P-62,P-2296,Undirected,1,187,Sin City,2005-04-01
P-62,P-2295,Undirected,1,187,Sin City,2005-04-01
P-62,P-1121,Undirected,1,187,Sin City,2005-04-01
P-62,P-2299,Undirected,1,187,Sin City,2005-04-01
P-62,P-109,Undirected,1,187,Sin City,2005-04-01
P-56731,P-2296,Undirected,1,187,Sin City,2005-04-01
P-56731,P-2295,Undirected,1,187,Sin City,2005-04-01
P-56731,P-1121,Undirected,1,187,Sin City,2005-04-01
P-56731,P-2299,Undirected,1,187,Sin City,2005-04-01
P-56731,P-109,Undirected,1,187,Sin City,2005-04-01
P-2296,P-2295,Undirected,1,187,Sin City,2005-04-01
P-2296,P-1121,Undirected,1,187,Sin City,2005-04-01
P-2296,P-2299,Undirected,1,187,Sin City,2005-04-01
P-2296,P-109,Undirected,1,187,Sin City,2005-04-01
P-2295,P-1121,Undirected,1,187,Sin City,2005-04-01
P-2295,P-2299,Undirected,1,187,Sin City,2005-04-01
P-2295,P-109,Undirected,1,187,Sin City,2005-04-01
P-1121,P-2299,Undirected,1,187,Sin City,2005-04-01
P-1121,P-109,Undirected,1,187,Sin City,2005-04-01
P-2299,P-109,Undirected,1,187,Sin City,2005-04-01
P-56731,P-62,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-2295,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-16851,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-24045,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-10912,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-2295,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-16851,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-24045,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-10912,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-16851,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-24045,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-10912,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2295,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-16851,P-24045,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-16851,P-10912,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-16851,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-16851,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-16851,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-24045,P-10912,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-24045,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-24045,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-24045,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-10912,P-11477,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-10912,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-10912,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-11477,P-1062,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-11477,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-1062,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2387,P-1748,Undirected,1,193,Star Trek: Generations,1994-11-18
P-521,P-1062,Undirected,1,196,Back to the Future Part III,1990-05-25
P-2387,P-2524,Undirected,1,201,Star Trek: Nemesis,2002-12-13
P-2387,P-2372,Undirected,1,201,Star Trek: Nemesis,2002-12-13
P-2524,P-2372,Undirected,1,201,Star Trek: Nemesis,2002-12-13
