id,name,type,Recognizability,movie_count
P-27319,Christoph Waltz,Actor,10,1
P-121529,Léa Seydoux,Actor,9,1
P-82191,Sharlto Copley,Actor,9,1
P-78887,Billy Ray Cyrus,Actor,9,1
P-212208,Taylor Swift,Actor,10,1
P-33684,Bono,Actor,10,1
P-208099,Kunal Nayyar,Actor,9,1
P-125167,Mindy Kaling,Actor,9,1
P-119592,Aubrey Plaza,Actor,10,1
P-86654,Austin Butler,Actor,10,1
P-3896,Liam Neeson,Actor,10,1
P-112561,Lily Collins,Actor,9,1
P-31136,Chris Brown,Actor,10,1
P-76126,T.I.,Actor,9,1
P-120932,Claire Foy,Actor,9,1
P-52849,Louis C.K.,Actor,9,1
P-108916,Rooney Mara,Actor,9,1
P-3416,Demi Moore,Actor,10,1
P-2395,Whoopi Goldberg,Actor,10,1
P-10222,Roger Moore,Actor,10,1
P-10223,Jane Seymour,Actor,9,1
P-3489,Naomi Watts,Actor,10,1
P-80591,Rashida Jones,Actor,9,1
P-298410,Keegan-Michael Key,Actor,9,1
P-87773,Aishwarya Rai Bachchan,Actor,10,1
P-47987,Geri Halliwell-Horner,Actor,9,1
P-3037,Richard Dreyfuss,Actor,10,1
P-3036,John Cusack,Actor,10,1
P-3085,James Caan,Actor,9,1
P-3092,Diane Keaton,Actor,10,1
P-57755,Woody Harrelson,Actor,10,1
P-3223,Robert Downey Jr.,Actor,10,1
P-2176,Tommy Lee Jones,Actor,10,1
P-3265,Eli Wallach,Actor,9,1
P-3291,Hugh Grant,Actor,10,1
P-3292,Nicholas Hoult,Actor,9,1
P-3051,Toni Collette,Actor,9,1
P-3293,Rachel Weisz,Actor,10,1
P-3392,Michael Douglas,Actor,10,1
P-3391,Kathleen Turner,Actor,9,1
P-82104,Danai Gurira,Actor,9,1
P-76594,Miley Cyrus,Actor,10,1
P-62644,50 Cent,Actor,9,1
P-17306,Zachary Quinto,Actor,9,1
P-80602,Tyler Perry,Actor,9,1
P-25129,Don Johnson,Actor,9,1
P-90633,Gal Gadot,Actor,10,1
P-212225,Kim Kardashian,Actor,10,1
P-49624,Jensen Ackles,Actor,9,1
P-3490,Adrien Brody,Actor,10,1
P-3897,Katie Holmes,Actor,10,1
P-1152083,Sabrina Carpenter,Actor,9,1
P-291263,Jordan Peele,Actor,10,1
P-67849,Mary-Kate Olsen,Actor,10,1
P-112574,Patrick Duffy,Actor,9,1
P-91609,Joe Rogan,Actor,10,1
P-6714,Mädchen Amick,Actor,9,1
P-236048,Rosie Huntington-Whiteley,Actor,9,1
P-60950,David Spade,Actor,10,1
P-110014,Christina Hendricks,Actor,9,1
P-466505,Kumail Nanjiani,Actor,10,1
P-1688196,Nicky Jam,Actor,9,1
P-224235,DJ Khaled,Actor,10,1
P-72129,Jennifer Lawrence,Actor,10,1
P-88124,Jesse Plemons,Actor,10,1
P-3899,Ken Watanabe,Actor,9,1
P-17380,Jay Chou,Actor,10,1
P-151246,Nicole Scherzinger,Actor,9,1
P-108661,Chester Bennington,Actor,10,1
P-88029,Alison Brie,Actor,10,1
P-205307,Lucy Hale,Actor,9,1
P-111455,Katy Perry,Actor,10,1
P-1218645,Tim Gunn,Actor,9,1
P-143240,Julianne Hough,Actor,9,1
P-1240487,Kate McKinnon,Actor,10,1
P-96091,Carrie Underwood,Actor,10,1
P-130640,Hailee Steinfeld,Actor,10,1
P-1253360,Pedro Pascal,Actor,10,1
P-118545,Dakota Johnson,Actor,10,1
P-53807,Armie Hammer,Actor,10,1
P-66776,Liza Minnelli,Actor,10,1
P-4173,Anthony Hopkins,Actor,10,1
P-77069,Lenny Kravitz,Actor,10,1
P-77120,Steve Austin,Actor,9,1
P-87822,Damon Wayans Jr.,Actor,9,1
P-147445,Derek Jeter,Actor,10,1
P-19961,Nina Dobrev,Actor,10,1
P-69230,Lars Ulrich,Actor,9,1
P-19185,Mario López,Actor,9,1
P-77271,Pink,Actor,10,1
P-53397,Christina Aguilera,Actor,10,1
P-475512,Ellie Kemper,Actor,9,1
P-543505,Jake Johnson,Actor,9,1
P-41217,Tom Bosley,Actor,9,1
P-85825,Leighton Meester,Actor,9,1
P-109708,Bill Burr,Actor,9,1
P-207606,Alessandra Ambrosio,Actor,9,1
P-12949,Priscilla Presley,Actor,9,1
P-12951,O. J. Simpson,Actor,10,1
P-115654,Anna Nicole Smith,Actor,9,1
P-115788,Paul Levesque,Actor,9,1
P-12689,Ralph Richardson,Actor,9,1
P-71041,'Weird Al' Yankovic,Actor,10,1
P-117642,Jason Momoa,Actor,10,1
P-2628,Kiefer Sutherland,Actor,10,1
P-19492,Viola Davis,Actor,10,1
P-2983,Mark Strong,Actor,9,1
P-67274,Dolly Parton,Actor,9,1
P-59175,Blake Lively,Actor,9,1
P-71727,Betty White,Actor,9,1
P-40462,Kristen Bell,Actor,10,1
P-18973,Mila Kunis,Actor,10,1
P-16855,Mandy Moore,Actor,9,1
P-21411,Ice-T,Actor,9,1
P-283444,Tony Robbins,Actor,9,1
P-60017,Faith Hill,Actor,10,1
P-4800,Gena Rowlands,Actor,9,1
P-60642,Tom Petty,Actor,10,1
P-19148,Brian Austin Green,Actor,9,1
P-38406,Paris Hilton,Actor,9,1
P-31309,Hugh Hefner,Actor,10,1
P-49623,Jared Padalecki,Actor,9,1
P-62861,Andy Samberg,Actor,9,1
P-60073,Brie Larson,Actor,9,1
P-74568,Chris Hemsworth,Actor,10,1
P-91606,Tom Hiddleston,Actor,9,1
P-2299,Josh Hartnett,Actor,9,1
P-2282,Ben Kingsley,Actor,10,1
P-2283,Stanley Tucci,Actor,9,1
P-56731,Jessica Alba,Actor,10,1
P-2296,Clive Owen,Actor,9,1
P-2295,Mickey Rourke,Actor,9,1
P-10814,Wesley Snipes,Actor,9,1
P-81200,Conan O'Brien,Actor,10,1
P-58769,Stephen Colbert,Actor,10,1
P-5958,Hilary Duff,Actor,10,1
P-12248,Alec Guinness,Actor,9,1
P-14,Ellen DeGeneres,Actor,10,1
P-5293,Willem Dafoe,Actor,9,1
P-31,Tom Hanks,Actor,10,1
P-1979,Kevin Spacey,Actor,9,1
P-85,Johnny Depp,Actor,10,1
P-114,Orlando Bloom,Actor,9,1
P-116,Keira Knightley,Actor,9,1
P-8691,Zoe Saldaña,Actor,9,1
P-139,Uma Thurman,Actor,9,1
P-140,Lucy Liu,Actor,9,1
P-131,Jake Gyllenhaal,Actor,9,1
P-134,Jamie Foxx,Actor,9,1
P-2109,Kim Cattrall,Actor,9,1
P-2224,Christian Slater,Actor,9,1
P-2157,Robin Williams,Actor,10,1
P-2227,Nicole Kidman,Actor,10,1
P-2228,Sean Penn,Actor,10,1
P-2201,Max von Sydow,Actor,9,1
P-2231,Samuel L. Jackson,Actor,10,1
P-2232,Michael Keaton,Actor,10,1
P-66,Chris Tucker,Actor,9,1
P-53820,Michael C. Hall,Actor,9,1
P-16851,Josh Brolin,Actor,9,1
P-24045,Joseph Gordon-Levitt,Actor,9,1
P-10912,Eva Green,Actor,9,1
P-5049,John Hurt,Actor,10,1
P-2713,Linda Hamilton,Actor,10,1
P-2838,Chloë Sevigny,Actor,9,1
P-2882,Diane Lane,Actor,9,1
P-2954,Jeffrey Wright,Actor,9,1
P-942808,Christie Brinkley,Actor,9,1
P-862,George C. Scott,Actor,9,1
P-52139,Seth MacFarlane,Actor,10,1
P-3125,Madonna,Actor,10,1
P-71189,Cobie Smulders,Actor,9,1
P-14501,Peter Ustinov,Actor,9,1
P-75355,Marion Ross,Actor,9,1
P-54421,Janet Jackson,Actor,10,1
P-25072,Oscar Isaac,Actor,9,1
P-19034,Evangeline Lilly,Actor,9,1
P-14837,Carol Burnett,Actor,10,1
P-1235236,Charles Osgood,Actor,9,1
P-63231,Niecy Nash-Betts,Actor,9,1
P-77948,Selena Gomez,Actor,10,1
P-76792,Freida Pinto,Actor,9,1
P-72118,Anil Kapoor,Actor,9,1
P-10982,Harry Melling,Actor,9,1
P-93210,Domhnall Gleeson,Actor,9,1
P-165867,Kid Rock,Actor,9,1
P-388,Jim Broadbent,Actor,9,1
P-10959,Shia LaBeouf,Actor,10,1
P-11477,Ray Liotta,Actor,9,1
P-67599,Vanessa Hudgens,Actor,9,1
P-237405,Lady Gaga,Actor,10,1
P-2387,Patrick Stewart,Actor,10,1
P-2461,Mel Gibson,Actor,10,1
P-2524,Tom Hardy,Actor,10,1
P-2372,Ron Perlman,Actor,9,1
P-158079,Richard Branson,Actor,9,1
P-119454,Mars,Actor,10,1
P-32747,Stephen Lang,Actor,9,1
P-12446,Peter Sellers,Actor,9,1
P-64930,Bob Newhart,Actor,9,1
P-11357,Bruce Campbell,Actor,9,1
P-166772,Joy Behar,Actor,9,1
P-11370,Elton John,Actor,10,1
P-80117,Billy Idol,Actor,9,1
P-166658,Katie Couric,Actor,9,1
P-56323,Tina Fey,Actor,10,1
P-66586,Mariah Carey,Actor,10,1
P-140567,Donny Osmond,Actor,9,1
P-109513,Alexandra Daddario,Actor,9,1
P-8252,William Holden,Actor,9,1
P-24967,Alyssa Milano,Actor,9,1
