movie_id,person_id
90,787
90,788
90,789
90,4689
90,781
90,790
90,101615
95,62
95,879
95,880
95,882
95,883
95,884
95,886
95,887
95,61981
95,53
95,236327
95,42707
95,65827
95,8191
95,11355
95,42373
95,2138
95,10017
96,776
96,777
96,778
96,920
96,780
96,921
96,922
96,923
96,781
96,787
96,925
96,25626
96,101279
96,1590786
96,87479
96,2881
96,2632
97,1229
97,2547
97,2076
97,2548
97,2549
97,2550
97,12876
97,12877
97,12878
97,12880
97,21259
97,102235
97,15850
98,934
98,73421
98,935
98,936
98,194
98,937
98,938
98,939
98,940
98,941
98,942
98,4012
98,15196
98,2478
98,20761
98,41379
98,1715
98,9236
100,980
100,973
100,974
100,975
100,976
100,978
100,984
100,985
100,986
100,987
100,988
100,989
100,990
100,2638789
100,992
100,76945
100,995
100,4318
103,380
103,1038
103,1036
103,1037
103,1039
103,1040
103,13
103,1041
103,1042
103,2561
103,1043
103,2340530
103,2147740
103,1946280
103,101977
103,3727638
105,521
105,1062
105,1064
105,1063
105,1066
105,1065
105,1067
105,1068
105,1069
105,1070
105,1072
105,11673
105,1953
105,1954
105,1074
105,84494
105,7139
106,1100
106,1101
106,1109
106,1102
106,1103
106,1104
106,1106
106,1107
107,976
107,1116
107,1115
107,287
107,1117
107,1119
107,1120
107,1121
107,1118
107,980
107,2627
107,1122
107,973
107,1125
107,1123
107,40651
111,1158
111,1159
111,1160
111,1161
111,1162
111,1163
111,1164
111,1165
111,1166
111,1167
111,1169
111,1170
111,1171
111,1172
111,1173
111,12411
114,1205
114,1204
114,1208
114,1206
114,1212
114,1210
114,747
114,1219
114,1209
114,1220
114,2414049
114,1214024
114,2414051
114,2414055
114,18304
114,193048
114,5587
114,11519
114,303542
115,1229
115,1230
115,1231
115,884
115,1232
115,1233
115,1234
115,1235
115,1236
115,53
115,1237
115,1238
115,1239
115,1240
115,1241
115,1242
115,58565
115,11207
115,16431
116,1244
116,1245
116,1246
116,1247
116,1248
116,1249
116,34715
116,1125
116,195525
116,250
116,42276
116,20286
116,1250
116,71281
116,34546
116,10701
117,1269
117,738
117,380
117,1270
117,1271
117,1272
117,1273
117,1274
117,1275
117,1276
117,1277
117,1278
117,1279
117,1280
117,3217
117,1886571
118,85
118,1281
118,1282
118,1283
118,1284
118,1294
118,1292
118,1295
118,113
118,23429
118,1293
118,1285
118,1286
118,1290
118,1291
118,1580130
118,1518112
118,30320
120,109
120,1327
120,110
120,1328
120,65
120,882
120,113
120,48
120,1329
120,1330
120,655
120,114
120,112
120,1331
120,1333
120,20982
120,173370
121,109
121,1327
121,110
121,1328
121,1333
121,655
121,114
121,1369
121,502
121,1330
121,1329
121,113
121,112
121,882
121,1331
121,1371
121,1370
121,1372
134,1461
134,1241
134,1462
134,1230
134,18686
134,1465
134,1466
134,1467
134,1010
134,1468
134,1469
134,1470
134,1471
134,1472
134,1473
134,22251
134,17401
134,16459
137,1532
137,1533
137,1534
137,537
137,1535
137,1536
137,1537
137,1538
137,1539
137,1540
137,1541
137,1542
137,236327
137,1318541
137,1674112
137,86571
137,335
142,1810
142,131
142,1812
142,1813
142,1811
142,1817
142,1772
142,35029
142,10362
142,51072
142,19489
142,6110
142,2022523
142,65728
142,1816
142,1081513
142,1815
150,1733
150,776
150,1734
150,1735
150,1736
150,1737
150,591
150,1216889
150,783
150,1739
150,1740
150,1741
150,1742
150,1743
150,154141
150,2277
152,1748
152,1749
152,1750
152,1751
152,1752
152,1754
152,1753
152,1756
152,1757
152,1755
152,1759
152,1820
152,44054
152,178145
152,72658
153,1532
153,1245
153,1771
153,1772
153,1770
153,1773
153,1774
153,1775
153,2510694
153,5399776
153,75491
153,2510695
153,2510696
153,496263
153,2189465
153,1037398
153,237167
154,1748
154,1749
154,1793
154,1750
154,1751
154,1754
154,1752
154,1753
154,1794
154,1795
154,1818
154,1796
154,104054
154,87066
154,104505
154,1214565
154,133573
155,3894
155,1810
155,6383
155,3895
155,1579
155,64
155,192
155,53651
155,57597
155,2037
155,101015
155,21316
155,21315
155,13939
155,1904
155,87957
155,64856
155,886
155,20372
155,147895
155,1195758
155,83854
155,29617
155,126316
157,1748
157,1750
157,1751
157,1752
157,1754
157,1753
157,1062
157,1819
157,1820
157,1795
157,3362
157,65568
157,1077695
157,88094
157,14101
157,1829
157,1749
157,15831
161,1461
161,287
161,1271
161,1892
161,1204
161,1893
161,1894
161,827
161,1898
161,1897
161,1900
161,1895
161,155206
161,1296511
161,1077235
161,2630277
161,4301
161,559695
162,85
162,1920
162,1902
162,1904
162,1907
162,1908
162,1909
162,1910
162,1911
162,1912
162,1905
162,1903
162,1913
162,1914
162,1915
162,1916
163,1461
163,1204
163,287
163,1892
163,1922
163,1271
163,1893
163,1896
163,1897
163,1894
163,1925
163,1898
163,1895
163,827
163,1900
163,1926
163,1923
163,15440
163,62
165,521
165,1062
165,1063
165,1065
165,1951
165,1072
165,1952
165,1953
165,1954
165,11673
165,12826
165,1434975
165,1434976
165,1434978
165,68851
165,1955
165,109
165,1064
167,1229
167,1979
167,1980
167,1981
167,1982
167,1983
167,1984
167,1909
167,1985
167,1986
167,1737
167,1987
167,1989
167,1990
167,33832
167,42316
167,84497
168,1748
168,1749
168,1750
168,1751
168,1752
168,1754
168,1753
168,1820
168,2021
168,1755
168,2647
168,24046
168,2112
168,1819
168,2022
168,1219391
169,2047
169,2048
169,2049
169,2051
169,2053
169,2055
169,2059
169,1109
169,2062
169,2064
169,2067
169,14328
169,24969
169,2069
169,1102
169,2072
169,87401
169,95797
170,2037
170,2038
170,2039
170,2058
170,2040
170,2050
170,68307
170,2258
170,63003
170,29237
170,195446
170,82107
170,2067293
170,2052
170,2054
172,1748
172,1749
172,1750
172,1751
172,1752
172,1754
172,1753
172,2077
172,2076
172,2078
172,2079
172,2080
172,77740
172,16066
172,2081
172,1444735
174,1748
174,1749
174,1750
174,1751
174,1752
174,1754
174,1753
174,290
174,1820
174,2076
174,2109
174,2111
174,2115
174,2112
174,160414
174,24046
174,2224
176,2130
176,2047
176,2140
176,2131
176,2139
176,2136
176,2138
176,2133
176,2144
176,2142
176,2134
176,2135
176,2137
176,2141
176,2143
177,2157
177,1229
177,99
177,2167
177,2169
177,2719690
177,981542
177,11075
177,11076
177,57357
177,11073
177,1075039
177,170237
177,11074
177,6008
177,157549
179,2227
179,2228
179,2229
179,2244
179,2245
179,2246
179,2247
179,2248
179,2249
179,2250
179,2251
179,2252
179,2253
179,2254
179,2255
179,2256
179,22821
180,500
180,2206
180,72466
180,2201
180,2208
180,2202
180,2203
180,32286
180,2205
180,95604
180,2207
180,1462
180,53
180,1213094
180,130749
180,24173
180,81685
180,62567
180,76000
184,2230
184,2231
184,380
184,2233
184,2232
184,5694
184,2234
184,66
184,64908
184,8396
184,1212688
184,5695
184,35545
184,1219510
184,97260
184,534301
185,56890
185,2264
185,2272
185,2267
185,2268
185,2270
185,2271
185,2274
185,2265
185,2276
185,694
185,2278
185,2280
185,117548
185,2273
185,1231170
186,2299
186,192
186,2282
186,140
186,62
186,2283
186,34
186,12978
186,205104
186,34395
186,26718
186,63859
186,74541
186,5694
186,65727
186,1004
187,62
187,56731
187,2296
187,2295
187,585
187,1121
187,6279
187,147
187,6280
187,6408
187,6278
187,61981
187,5916
187,17832
187,2299
187,5915
187,328
187,109
187,2478
187,6407
187,2139
189,56731
189,62
189,2295
189,16851
189,24045
189,10912
189,5916
189,6280
189,352
189,11477
189,825
189,5915
189,1062
189,78324
189,12799
189,22227
189,36594
189,20982
189,936970
189,237405
193,2387
193,2388
193,1213786
193,2390
193,2391
193,2392
193,2393
193,1748
193,56890
193,1751
193,1754
193,2394
193,34199
193,1368723
193,3981
193,55538
196,521
196,1062
196,2453
196,1065
196,1063
196,1951
196,2454
196,15413
196,21460
196,4316
196,6463
196,1072
196,1067
196,1068
196,1952
196,2455
196,13003
197,2461
197,2462
197,1957
197,2463
197,2464
197,2039
197,2465
197,2467
197,2468
197,2469
197,2470
197,2471
197,2472
197,2473
197,2474
197,2475
197,1248
197,2478
197,2480
197,2482
199,2387
199,2388
199,1213786
199,2390
199,2391
199,2392
199,2393
199,2505
199,1981
199,2506
199,2203
199,28248
199,1368723
199,16180
199,36801
200,2387
200,1213786
200,2391
200,2388
200,1164
200,2516
200,2518
200,2517
200,2393
200,2392
200,2390
200,22111
200,128012
200,56676
200,582202
201,2387
201,2388
201,1213786
201,2390
201,2391
201,2392
201,2393
201,2524
201,2372
201,2133
201,8693
201,2525
201,35317
201,3033
201,52760
205,1896
205,2598
205,1733
205,2607
205,2602
205,2603
205,2606
205,2617
205,2482
205,73421
205,2612
205,2600
205,2599
205,1821650
205,1821664
205,1567414
207,2157
207,2692
207,569
207,2694
207,2693
207,2695
207,2696
207,2697
207,2698
207,2115
207,2699
207,2700
207,2701
207,2444534
207,2444541
207,25711
207,6684
214,2144
214,2138
214,2464
214,2677
214,2680
214,2133
214,59713
214,43429
214,2687
214,139631
214,197341
214,36055
214,22434
214,1238088
214,2355421
214,186491
215,2144
215,2680
215,2138
215,2681
215,2682
215,2683
215,2684
215,2685
215,33668
215,2686
215,2133
215,2687
215,76528
215,76529
215,1632655
217,3
217,112
217,650
217,10959
217,5538
217,5049
217,388
217,52761
217,173269
217,109667
217,1133682
217,52762
217,36218
217,1427626
217,52760
217,155978
218,1100
218,2712
218,2713
218,1818
218,2714
218,2717
218,2715
218,2716
218,102441
218,35710
218,2053
218,100626
218,2719
218,2458619
226,448
226,2838
226,133
226,2839
226,78788
226,2841
226,2842
226,2843
226,2844
226,2845
226,2846
226,4651894
226,2849
226,2850
226,2851
227,2878
227,2876
227,2877
227,723
227,2879
227,2880
227,500
227,2881
227,2882
227,2883
227,2884
227,2885
227,2887
227,2886
227,98102
227,200406
231,1461
231,1892
231,2954
231,2955
231,2956
231,227
231,290
231,2957
231,2959
231,2960
231,2962
231,2964
231,2965
231,2966
231,2967
231,1986
231,1462
231,2983
231,19492
235,3033
235,741
235,3034
235,3035
235,2628
235,1953
235,3038
235,3039
235,3040
235,3041
235,1070
235,3042
235,3043
235,3044
235,3037
235,3036
238,3084
238,1158
238,3085
238,3087
238,3086
238,3092
238,3094
238,3095
238,3088
238,3142
238,3090
238,3091
238,3093
238,3096
238,3143
238,3144
238,3145
241,57755
241,3196
241,3223
241,2176
241,3197
241,3198
241,3202
241,15440
241,3203
241,3208
241,3210
241,3199
241,1912
241,3201
241,3214
241,3204
241,180533
241,3212
241,16433
241,19728
242,1158
242,3092
242,3094
242,1271
242,3265
242,3266
242,3267
242,2233
242,3268
242,3269
242,168632
242,3174
242,32058
242,161860
242,47879
242,32676
242,3145
243,3036
243,1562
243,3230
243,70851
243,3232
243,1922
243,3234
243,504
243,3235
243,3236
243,3127
243,3237
243,3270
243,3271
243,3272
243,3273
243,3283
243,4445
243,142333
243,86561
245,3291
245,3292
245,3051
245,3293
245,3300
245,3315
245,3309
245,3294
245,3295
245,3296
245,3297
245,3298
245,3299
245,3306
245,56547
245,3301
245,1704619
249,3392
249,3391
249,518
249,32645
249,1328
249,169210
249,3173
249,14849
249,198
249,1219796
249,1583756
249,1556884
249,4016035
249,131834
249,7074
249,197073
251,723
251,3416
251,2395
251,3417
251,3418
251,3432
251,943665
251,2507349
251,3433
251,3420
251,3422
251,17401
251,3434
251,3419
251,1737569
251,154713
253,10222
253,5050
253,10223
253,10224
253,6772
253,10225
253,10226
253,10227
253,9874
253,9878
253,10228
253,141270
253,19617
253,30577
253,1350577
253,1176366
254,3489
254,3490
254,70851
254,1333
254,3492
254,3491
254,478
254,3497
254,3493
254,3494
254,3495
254,3496
254,2032189
254,1166385
254,3541
254,81877
254,107754
254,1949148
254,196780
257,3542
257,2282
257,3543
257,3544
257,3545
257,3546
257,3547
257,3566
257,3549
257,3550
257,3551
257,3552
257,3553
257,3554
257,3555
257,3565
257,2983
257,1571182
268,2232
268,514
268,326
268,4040
268,3798
268,3799
268,3796
268,3785
268,3800
268,3801
268,3802
268,663
268,79502
268,127166
268,33403
268,1806344
268,3803
268,29617
272,3894
272,3895
272,3896
272,3897
272,64
272,2037
272,207
272,585
272,3899
272,534
272,3900
272,192
272,544
272,151943
272,128386
272,3902
272,489467
272,1111202
272,25451
274,1038
274,4173
274,349
274,15854
274,16293
274,31649
274,6930
274,51864
274,13936
274,3801
274,16119
274,183640
274,1280997
274,76470
274,138988
274,32592
275,3910
275,3905
275,884
275,53
275,3907
275,3911
275,3906
275,155861
275,4024
275,4025
275,3909
275,3912
275,1332891
275,145816
275,3908
275,92119
277,3967
277,100
277,3968
277,3969
277,2440
277,3970
277,3971
277,1119
277,3972
277,3952
277,12358
277,12366
277,12371
277,1594125
278,504
278,192
278,4029
278,6573
278,6574
278,6575
278,6577
278,6576
278,12645
278,92119
278,168323
278,6580
278,2555
278,5063
278,8693
278,32393
279,1164
279,3999
279,4000
279,4001
279,4002
279,4003
279,4004
279,138413
279,130
279,937277
279,4005
279,1077244
279,1217752
279,1077245
279,1077246
279,1213048
279,38024
279,553651
280,1100
280,2713
280,820
280,418
280,2716
280,3977
280,3978
280,3979
280,3980
280,3981
280,3982
280,2573580
280,101660
280,87404
280,157633
280,2573581
280,14329
285,85
285,118
285,114
285,116
285,1709
285,2440
285,378
285,1710
285,1711
285,2449
285,1715
285,1640
285,2441
285,2038
285,4030
285,939
285,1195758
285,1619
285,70577
293,4138
293,287
293,4139
293,4154
293,3202
293,4156
293,4157
293,4158
293,4159
293,18017
293,663
293,24045
293,52415
293,3269512
293,1956823
293,2747677
293,81557
296,1100
296,6408
296,6194
296,7218
296,2716
296,7219
296,74285
296,42547
296,7220
296,927959
296,7222
296,7223
296,22132
296,1178376
296,156051
297,287
297,4173
297,4174
297,4177
297,4726
297,4175
297,4192
297,4193
297,4194
297,4195
297,57823
297,1254683
297,35515
297,21382
297,1716582
297,4802967
298,1461
298,287
298,1158
298,1892
298,1896
298,1897
298,6913
298,1893
298,1894
298,1895
298,1271
298,16302
298,1898
298,827
298,1900
298,1926
298,1925
298,1231304
298,31528
298,3283
306,776
306,777
306,1210
306,17396
306,11163
306,4602
306,4603
306,4606
306,787
306,2983245
306,191545
306,230
306,80116
308,1532
308,4430
308,4431
308,3063
308,4432
308,4433
308,2838
308,4443
308,1146
308,2954
308,4439
308,4445
308,31268
308,4440
308,4583635
308,4583636
308,4441
308,4451
310,206
310,192
310,4491
310,4492
310,4493
310,4494
310,4495
310,4496
310,1898
310,4498
310,29794
310,12134
310,138986
310,191378
310,1225872
310,106849
310,159431
314,4587
314,4589
314,4430
314,2192
314,4432
314,24357
314,9289
314,57748
314,141446
314,32887
314,60462
314,141447
314,158441
314,67978
314,64614
314,1368537
319,2224
319,4687
319,2778
319,5576
319,64
319,287
319,4690
319,4689
319,2231
319,4688
319,3712
319,1909
319,4691
319,3711
319,2561
319,4693
319,2969
319,3197
319,87118
320,1158
320,2157
320,448
320,42993
320,18070
320,16307
320,15900
320,23495
320,27136
320,544
320,63791
320,152410
320,58393
320,179495
320,99841
320,1075149
322,2228
322,504
322,4724
322,2975
322,4726
322,350
322,4728
322,4729
322,4730
322,4012
322,4731
322,4732
322,4733
322,4734
322,4735
322,4736
322,188049
326,2231
326,25654
326,60005
326,77330
326,52478
326,109686
326,55788
326,58707
326,7401
326,73269
326,1154165
326,132347
326,27124
326,11677
326,37979
326,26782
326,21127
326,60900
329,4783
329,4784
329,4785
329,4786
329,4789
329,4790
329,14592
329,4787
329,4788
329,2231
329,4201
329,30488
329,176312
329,145531
329,166298
330,4785
330,1231
330,4935
330,3229
330,4786
330,4937
330,4938
330,53
330,113935
330,31028
330,46919
330,4787
330,4788
330,43010
330,38670
330,1367129
331,4783
331,3905
331,4939
331,4941
331,4940
331,2169
331,4942
331,4943
331,4784
331,4944
331,88949
331,17413
331,1076559
331,1223986
331,105646
331,173177
334,500
334,4492
334,1233
334,1231
334,3905
334,4764
334,4766
334,4779
334,4765
334,4778
334,2234
334,10691
334,10743
334,4777
334,60846
334,1591432
334,11155
334,177063
334,658
334,40481
334,9048
345,500
345,2227
345,5024
345,1118
345,5010
345,5025
345,10697
345,5012
345,65409
345,22290
345,13638
345,5006
345,5023
345,5007
345,5008
348,4139
348,10205
348,5047
348,5048
348,5049
348,65
348,5050
348,5051
348,5052
350,5064
350,1813
350,5081
350,2283
350,1284159
350,5090
350,10580
350,10581
350,10582
350,24535
350,37421
350,1192389
350,54679
350,205550
350,10583
350,220620
364,2232
364,518
364,1160
364,4690
364,3796
364,3798
364,4776
364,3418
364,52366
364,5130
364,152864
364,129332
364,1961854
364,33011
364,27570
364,44178
364,24969
377,5141
377,5139
377,85
377,11163
377,13652
377,13656
377,13657
377,12826
377,13660
377,120106
377,1698597
377,7401
377,13661
377,13662
377,190793
377,7219
378,2963
378,18686
378,4039
378,1230
378,4520
378,5176
378,3910
378,5177
378,5178
378,5179
378,3091095
378,3278660
378,1775566
378,1123432
378,2684142
378,1183380
378,588
380,4483
380,500
380,3124
380,5145
380,5146
380,5147
380,5148
380,5149
380,5150
380,5151
380,5152
380,5153
380,3859142
380,5156
388,5292
388,2296
388,1038
388,290
388,5293
388,5294
388,5295
388,4889
388,5296
388,5297
388,1986
388,5299
388,5300
388,5302
388,5301
392,1137
392,658
392,85
392,5309
392,5320
392,530
392,5314
392,5313
392,53
392,8937
392,5310
392,5311
392,5312
392,5315
392,5317
392,5318
393,139
393,141
393,589
393,147
393,240171
393,2536
393,6585
393,2535
393,4026
393,87312
393,58477
393,2234
393,138435
393,79458
393,2541
393,1369182
393,2538
393,545394
393,140
393,2231
395,5411
395,2714
395,946696
395,5412
395,1125
395,5414
395,2478
395,5415
395,5416
395,5417
395,5421
395,53348
395,176199
395,281336
395,137332
398,1233
398,2229
398,5365
398,21089
398,12438
398,1236
398,3041
398,39388
398,109899
398,2955
398,5348
398,5349
398,5350
398,5351
398,5352
398,5353
401,5367
401,524
401,65
401,133
401,5376
401,19497
401,5385
401,5384
401,5395
401,5372
401,5374
401,51381
401,43366
401,5377
401,81681
401,5373
402,3392
402,4430
402,10477
402,10478
402,10480
402,10485
402,4943
402,10486
402,10487
402,4201
402,1473
402,537
402,10488
402,10489
402,163742
403,192
403,5698
403,707
403,5699
403,5700
403,5701
403,5702
403,1403815
403,5703
403,5704
403,5705
403,1403817
403,937317
403,43992
403,1472
403,2671704
409,5469
409,1137
409,5293
409,5470
409,5471
409,5472
409,5473
409,5480
409,920
409,5474
409,5475
409,5476
409,5477
409,5478
409,5479
409,5481
411,5528
411,5529
411,5527
411,5526
411,3896
411,3063
411,5530
411,388
411,5538
411,5539
411,2467
411,5532
411,5531
411,5533
411,147
411,5534
411,4757
414,5576
414,2176
414,206
414,2227
414,5577
414,3796
414,3798
414,69597
414,5578
414,9807
414,4887
414,5579
414,1235
414,156689
414,162556
414,1984
414,15277
415,1461
415,5577
415,1100
415,139
415,5588
415,3796
415,3798
415,5590
415,5589
415,2535
415,1233092
415,5579
415,66813
415,107332
415,174037
415,27564
421,1532
421,887
421,112
421,5657
421,5293
421,4785
421,5658
421,1284
421,4971
421,5659
421,159319
421,5301
421,2121885
421,5661
421,5950
421,25784
423,3490
423,3491
423,6637
423,6638
423,6639
423,6640
423,6641
423,6642
423,6643
423,6644
423,6645
423,6646
423,1493073
423,1502849
423,1502850
423,1502851
423,181029
423,1571182
424,3896
424,2282
424,5469
424,6692
424,6693
424,6368
424,6694
424,6695
424,6696
424,6697
424,2829
424,6698
424,6699
424,6700
424,6701
424,6702
424,1201212
425,15757
425,5723
425,5724
425,5725
425,70851
425,5726
425,17401
425,5727
425,21088
425,60019
425,13636
425,1446460
425,52419
425,5713
425,59695
425,15762
435,6065
435,131
435,4730
435,6066
435,6067
435,6068
435,6069
435,6070
435,3134
435,6071
435,65
435,5924
435,6072
435,6073
435,6074
435,6075
435,1216133
435,92623
440,56389
440,25869
440,40543
440,51455
440,76414
440,73454
440,131006
440,19976
440,33293
440,946696
440,109870
440,70175
440,202065
440,210348
440,1219546
440,152820
451,2963
451,1951
451,6104
451,6105
451,6106
451,6107
451,6108
451,6109
451,3124
451,6110
451,156411
451,2103680
451,10679
451,164015
451,9284
451,67711
451,6240
451,6413
451,2138
451,103853
453,934
453,6161
453,228
453,6162
453,290
453,6163
453,6164
453,6165
453,6166
453,6167
453,6168
453,6169
453,6170
453,6171
453,6172
453,6173
454,6193
454,6194
454,17772
454,6198
454,6197
454,5723
454,6199
454,6195
454,94978
454,4935
454,22226
454,7004
454,6200
454,588
454,6214
454,6212
455,231610
455,116
455,1244
455,6217
455,6218
455,128645
455,990
455,6238
455,1248490
455,6239
455,1227682
455,4801058
455,117795
455,586334
455,1860023
455,1656145
462,1204
462,3926
462,6383
462,19838
462,1956
462,26719
462,1909
462,3801
462,9979
462,1214447
462,1219316
462,20093
462,79073
462,151263
462,6321
462,1248986
462,51930
470,2228
470,3489
470,1121
470,4273
470,6413
470,6832
470,20387
470,6830
470,6831
470,2999115
470,44261
470,1665
470,1621254
470,2999116
470,173994
470,1276049
470,174434
479,2231
479,27011
479,2954
479,3894
479,6485
479,6486
479,3051
479,6487
479,31839
479,14792
479,71266
479,6541
479,3798
479,6906
479,1473
479,2349915
479,9281
483,2963
483,4784
483,5293
483,6587
483,5048
483,5169
483,6588
483,6465
483,2067
483,938390
483,1064
483,6726
483,6681
483,6718
483,3201
483,7089
483,1966297
489,1892
489,2157
489,880
489,1640
489,6613
489,1893
489,6614
489,6623
489,6616
489,6617
489,6618
489,6619
489,6620
489,6621
489,2841
492,3036
492,6941
492,6949
492,2229
492,863
492,5960
492,6951
492,52930
492,1542
492,6947
492,10000
492,6952
492,1517447
492,6945
492,6948
492,6944
496,6730
496,6734
496,6735
496,6736
496,1082650
496,104882
496,1123205
496,1123206
497,31
497,52
497,5149
497,61981
497,2505
497,2169
497,6804
497,6806
497,6807
497,12834
497,12645
497,1276
497,5048
497,6805
497,128201
497,6573
497,6580
497,33
503,6164
503,6856
503,6857
503,3037
503,4730
503,6859
503,6858
503,6863
503,6862
503,6860
503,20497
503,6861
503,6864
503,1236068
503,92808
503,76225
504,6885
504,6886
504,6905
504,6906
504,6907
504,3201
504,94182
504,6908
504,6914
504,52483
504,86938
504,6909
504,29934
504,945235
504,66543
504,95749
508,3291
508,4566
508,7056
508,3896
508,47714
508,5472
508,2440
508,350
508,118763
508,7062
508,116
508,5294
508,7053
508,7060
508,7061
508,7059
508,25663
508,17289
508,10730
508,7055
508,879
508,96076
508,29930
508,31717
508,25837
508,9205
509,1204
509,3291
509,18022
509,41043
509,7026
509,7446
509,19923
509,7025
509,7027
509,7028
509,7029
509,7030
509,7031
509,7032
509,940
509,1246
509,11617
509,54447
510,514
510,1370
510,7071
510,518
510,7072
510,7077
510,1062
510,68301
510,7075
510,7073
510,7085
510,7079
510,3418
510,7074
510,7076
510,7078
510,1544194
512,1245
512,6968
512,6972
512,4391
512,6979
512,2449
512,6978
512,42663
512,6969
512,6970
512,6971
512,6973
512,2686617
512,6974
512,2065
512,65642
512,37442
512,55645
524,380
524,4430
524,4517
524,4512
524,7167
524,7169
524,7166
524,8262
524,166789
524,7164
524,99906
524,7165
524,105623
524,1574239
524,7168
524,7424
524,1738942
524,98120
525,707
525,7171
525,7172
525,7173
525,7174
525,7175
525,7176
525,7177
525,7178
525,7179
525,76150
